family	gene	coordinates
FHA	TTHERM_00193270	38358-39888
FHA	TTHERM_01123930	43012-44810
FHA	TTHERM_00565550	244389-249771
FHA	TTHERM_000193311	58579-58810
FHA	TTHERM_000773469	133524-139347
FHA	TTHERM_00143510	329321-329774
FHA	TTHERM_00302030	718285-722687
FHA	TTHERM_00083780	999892-1001040
FHA	TTHERM_000158049	670516-672714
FHA	TTHERM_00378990	355025-356978
FHA	TTHERM_00548310	153489-154800
FHA	TTHERM_00112660	635286-637226
FHA	TTHERM_000502549	445748-447488
FHA	TTHERM_00666500	149987-151439
FHA	TTHERM_000490749	286055-288515
FHA	TTHERM_00926900	2629-3943
FHA	TTHERM_00084970	927287-928616
FHA	TTHERM_000161029	286524-288309
FHA	TTHERM_00024450	2204081-2205447
FHA	TTHERM_000312129	73811-74155
FHA	TTHERM_00450800	417217-419452
FHA	TTHERM_00485780	11955-14339
FHA	TTHERM_00089230	400358-402650
FHA	TTHERM_00446490	523454-526494
FHA	TTHERM_00293410	702923-705657
FHA	TTHERM_01260780	53087-57451
FHA	TTHERM_00355760	1683855-1685226
FHA	TTHERM_00356990	1778798-1780526
FHA	TTHERM_00535690	185589-186923
FHA	TTHERM_01169440	35837-40130
FHA	TTHERM_00794320	130057-132428
FHA	TTHERM_01119520	69540-70863
FHA	TTHERM_00646860	45500-47196
FHA	TTHERM_00045060	113757-122187
FHA	TTHERM_00661690	139326-143382
FHA	TTHERM_00531880	43109-44753
FHA	TTHERM_00052670	1527331-1529599
FHA	TTHERM_000535559	134871-137430
FHA	TTHERM_00558410	305545-308752
FHA	TTHERM_00658959	291697-293566
FHA	TTHERM_00502440	409172-410525
FHA	TTHERM_00293290	745920-748697
FHA	TTHERM_00490710	268907-270236
FHA	TTHERM_000773789	241202-243863
Fibrillarin	TTHERM_00138100	305036-309069
Fibrillarin	TTHERM_00685920	203093-204533
Fibrillarin	TTHERM_00797980	138445-140042
Fibrillarin	TTHERM_01043090	16300-17001
Forkhead	TTHERM_00772000	223176-228227
Forkhead	TTHERM_00225680	224738-227642
Forkhead	TTHERM_000327259	274496-275199
Forkhead	TTHERM_00227570	596407-602178
Forkhead	TTHERM_00732500	94702-95926
Forkhead	TTHERM_00264840	729611-733383
Forkhead_N	TTHERM_001228935	16450-20818
Forkhead_N	TTHERM_00852840	167321-169144
Furin-like	TTHERM_00519770	471055-478747
Furin-like	TTHERM_00304220	41284-50943
Furin-like	TTHERM_000304319	81850-90281
Furin-like	TTHERM_000304319	81850-90281
Furin-like	TTHERM_000304329	100616-108993
Furin-like	TTHERM_00395810	84626-88593
Furin-like	TTHERM_00014950	1676575-1684730
Furin-like	TTHERM_00115510	946432-951054
Furin-like	TTHERM_00941600	158168-163148
Furin-like	TTHERM_00014930	1658903-1661559
Furin-like	TTHERM_00014940	1668688-1675083
Furin-like	TTHERM_00115530	956731-961241
Furin-like	TTHERM_000043859	37320-43167
Furin-like	TTHERM_002653325	14-1165
Furin-like	TTHERM_01613760	5071-7546
Furin-like	TTHERM_01006510	50807-57403
Furin-like	TTHERM_00115410	904548-906863
Furin-like	TTHERM_00115420	909388-913720
Furin-like	TTHERM_00304240	54576-59261
Furin-like	TTHERM_00951940	140980-147306
Furin-like	TTHERM_00070910	83695-90152
Furin-like	TTHERM_001266150	38667-39364
Furin-like	TTHERM_01006530	60923-69041
Furin-like	TTHERM_02383080	201-1020
Furin-like	TTHERM_00941590	148132-152027
Furin-like	TTHERM_000115543	971324-976925
Furin-like	TTHERM_000115459	922127-922899
Furin-like	TTHERM_01006490	42186-48999
Furin-like	TTHERM_00115500	939681-944140
Furin-like	TTHERM_00019600	1910224-1913341
Furin-like	TTHERM_00115540	963972-969314
Furin-like	TTHERM_00976510	32392-42457
Furin-like	TTHERM_00115480	931830-935805
Furin-like	TTHERM_00979960	138016-140135
Furin-like	TTHERM_000706449	158021-161450
Furin-like	TTHERM_00039260	1967139-1975287
Furin-like	TTHERM_00845840	68875-72457
Furin-like	TTHERM_00133400	946832-949814
Furin-like	TTHERM_000115543	971324-976925
Furin-like	TTHERM_00016610	1899653-1902263
Furin-like	TTHERM_00099960	262027-267968
Furin-like	TTHERM_00707460	171368-180198
Furin-like	TTHERM_02290890	193-1195
Furin-like	TTHERM_00895950	154608-155783
Furin-like	TTHERM_000599919	80400-80619
Furin-like	TTHERM_000194629	542750-543173
Furin-like	TTHERM_00586810	91327-97455
Furin-like	TTHERM_00030090	653986-657760
Furin-like	TTHERM_00941600	158168-163148
Furin-like	TTHERM_00256970	752144-752668
Furin-like	TTHERM_000105368	844382-845475
Furin-like	TTHERM_001196975	11877-12363
Furin-like	TTHERM_00852830	161904-165459
Furin-like	TTHERM_000194618	527912-534060
FYRC	TTHERM_00825270	78492-81501
FYRC	TTHERM_00147530	27050-29849
FYRN	TTHERM_00825270	78492-81501
FYRN	TTHERM_00238850	173063-175872
G-patch	TTHERM_00046410	294785-296450
G-patch	TTHERM_000467539	231682-233954
G-patch	TTHERM_00218980	437885-439685
G-patch	TTHERM_00486740	362016-363153
GF_recep_IV	TTHERM_00519770	471055-478747
GF_recep_IV	TTHERM_00304220	41284-50943
GF_recep_IV	TTHERM_00014950	1676575-1684730
GF_recep_IV	TTHERM_000477071	221887-222598
GF_recep_IV	TTHERM_00479090	265697-277095
GF_recep_IV	TTHERM_00116547	986001-991664
GF_recep_IV	TTHERM_00014940	1668688-1675083
GF_recep_IV	TTHERM_000304319	81850-90281
GF_recep_IV	TTHERM_000304319	81850-90281
GF_recep_IV	TTHERM_000304329	100616-108993
GF_recep_IV	TTHERM_000115543	971324-976925
GF_recep_IV	TTHERM_00115530	956731-961241
GF_recep_IV	TTHERM_00115540	963972-969314
GF_recep_IV	TTHERM_00941600	158168-163148
GF_recep_IV	TTHERM_001266150	38667-39364
GF_recep_IV	TTHERM_000115543	971324-976925
GF_recep_IV	TTHERM_000599919	80400-80619
GF_recep_IV	TTHERM_00586810	91327-97455
GF_recep_IV	TTHERM_00116547	986001-991664
GF_recep_IV	TTHERM_01006530	60923-69041
GF_recep_IV	TTHERM_00478070	231091-242818
GF_recep_IV	TTHERM_000043859	37320-43167
GF_recep_IV	TTHERM_01002610	15359-20851
GF_recep_IV	TTHERM_01691290	287-1740
GF_recep_IV	TTHERM_00951940	140980-147306
GF_recep_IV	TTHERM_01006510	50807-57403
GF_recep_IV	TTHERM_00070910	83695-90152
GF_recep_IV	TTHERM_000194629	542750-543173
GF_recep_IV	TTHERM_00115410	904548-906863
GF_recep_IV	TTHERM_000706447	141525-154779
GF_recep_IV	TTHERM_00077020	398477-406365
GF_recep_IV	TTHERM_000194618	527912-534060
GF_recep_IV	TTHERM_00194600	520687-526833
GF_recep_IV	TTHERM_01006490	42186-48999
GF_recep_IV	TTHERM_01009800	159-3496
GF_recep_IV	TTHERM_00014930	1658903-1661559
GF_recep_IV	TTHERM_00215880	2607-9851
GF_recep_IV	TTHERM_000077009	377278-384649
GF_recep_IV	TTHERM_00941600	158168-163148
GF_recep_IV	TTHERM_00133400	946832-949814
GF_recep_IV	TTHERM_00559840	51647-55212
GF_recep_IV	TTHERM_00941590	148132-152027
GF_recep_IV	TTHERM_00115510	946432-951054
GF_recep_IV	TTHERM_01358380	7797-17542
GF_recep_IV	TTHERM_00077010	386433-394879
GF_recep_IV	TTHERM_00115500	939681-944140
GF_recep_IV	TTHERM_00115420	909388-913720
GF_recep_IV	TTHERM_000115459	922127-922899
GF_recep_IV	TTHERM_00099820	204617-208788
GF_recep_IV	TTHERM_00581870	181391-183116
GF_recep_IV	TTHERM_00136200	650551-658026
GF_recep_IV	TTHERM_00481210	314025-321342
GF_recep_IV	TTHERM_00581890	186441-192102
GF_recep_IV	TTHERM_00115480	931830-935805
GF_recep_IV	TTHERM_00129550	208970-213013
GF_recep_IV	TTHERM_00309930	363564-367867
GF_recep_IV	TTHERM_00637180	111410-117891
GF_recep_IV	TTHERM_00099960	262027-267968
GF_recep_IV	TTHERM_000559911	97452-102015
GF_recep_IV	TTHERM_000099919	241020-241251
GF_recep_IV	TTHERM_01009810	9186-15496
GF_recep_IV	TTHERM_001419330	1029670-1040901
GF_recep_IV	TTHERM_00621540	321097-325634
GF_recep_IV	TTHERM_00304240	54576-59261
GF_recep_IV	TTHERM_00283590	558124-559377
GF_recep_IV	TTHERM_00155260	977877-989158
GF_recep_IV	TTHERM_000155261	1005267-1016299
GF_recep_IV	TTHERM_01393280	237-3609
GF_recep_IV	TTHERM_00058210	1231958-1236604
GF_recep_IV	TTHERM_01321600	31267-37159
GF_recep_IV	TTHERM_00155260	977877-989158
GF_recep_IV	TTHERM_00778400	228777-233106
GF_recep_IV	TTHERM_00309920	356721-360152
GF_recep_IV	TTHERM_01346860	20690-26607
GF_recep_IV	TTHERM_00442310	223694-232192
GF_recep_IV	TTHERM_00222410	90983-97665
GF_recep_IV	TTHERM_00129540	221060-226979
GF_recep_IV	TTHERM_00845840	68875-72457
GF_recep_IV	TTHERM_01346830	6688-11970
GF_recep_IV	TTHERM_00639920	25707-33654
GF_recep_IV	TTHERM_00129330	289900-290681
GF_recep_IV	TTHERM_00633070	109601-116881
GF_recep_IV	TTHERM_01436770	18675-21351
GF_recep_IV	TTHERM_00099950	255787-257892
GF_recep_IV	TTHERM_00459350	479536-481847
GF_recep_IV	TTHERM_01346880	32109-37122
GF_recep_IV	TTHERM_00099880	226780-229416
GF_recep_IV	TTHERM_01237400	48049-54528
GF_recep_IV	TTHERM_01030020	114890-120274
GF_recep_IV	TTHERM_00058210	1231958-1236604
GF_recep_IV	TTHERM_000096802	175795-178148
GF_recep_IV	TTHERM_01237350	23275-29044
GF_recep_IV	TTHERM_00283570	549727-550162
GF_recep_IV	TTHERM_01532560	5468-11629
GF_recep_IV	TTHERM_00102670	599846-601343
GF_recep_IV	TTHERM_01485660	143-5519
GF_recep_IV	TTHERM_01545790	145-4002
GF_recep_IV	TTHERM_00979960	138016-140135
GF_recep_IV	TTHERM_00037610	1698374-1704560
GF_recep_IV	TTHERM_000129629	171359-172318
GF_recep_IV	TTHERM_01476540	9576-14001
GF_recep_IV	TTHERM_00096770	161051-162167
GF_recep_IV	TTHERM_001169394	16080-16512
GF_recep_IV	TTHERM_00411960	530807-532775
GF_recep_IV	TTHERM_00558670	413242-420869
GF_recep_IV	TTHERM_01159890	605658-612332
GF_recep_IV	TTHERM_00129540	221060-226979
GF_recep_IV	TTHERM_00013820	1612431-1624281
GF_recep_IV	TTHERM_00691130	7527-8426
GF_recep_IV	TTHERM_00098820	199247-200159
GF_recep_IV	TTHERM_01460110	4984-10677
GF_recep_IV	TTHERM_00638880	8432-10214
GF_recep_IV	TTHERM_00129590	189187-196436
GF_recep_IV	TTHERM_00979920	111407-116558
GF_recep_IV	TTHERM_00424530	154972-158964
GF_recep_IV	TTHERM_00102620	571682-574626
GF_recep_IV	TTHERM_00979950	132213-135454
GF_recep_IV	TTHERM_00979940	124538-129706
GF_recep_IV	TTHERM_00852830	161904-165459
GF_recep_IV	TTHERM_00443040	510651-515325
GF_recep_IV	TTHERM_000424471	131886-140046
GF_recep_IV	TTHERM_00189030	259763-268270
GF_recep_IV	TTHERM_00047400	653151-663570
GF_recep_IV	TTHERM_00277170	37130-39403
GF_recep_IV	TTHERM_01520330	337-7240
GF_recep_IV	TTHERM_00707460	171368-180198
GF_recep_IV	TTHERM_01009860	46598-50167
GF_recep_IV	TTHERM_00979910	103380-108554
GF_recep_IV	TTHERM_000174927	450011-450577
GF_recep_IV	TTHERM_00777310	206211-207947
GF_recep_IV	TTHERM_00980960	143620-146227
GF_recep_IV	TTHERM_000155272	1019195-1020584
GF_recep_IV	TTHERM_00443030	504740-508649
GF_recep_IV	TTHERM_00549590	36362-40800
GF_recep_IV	TTHERM_00942840	92949-94427
GF_recep_IV	TTHERM_01202190	30885-31532
GF_recep_IV	TTHERM_000248289	737436-738215
GF_recep_IV	TTHERM_001214998	585281-586084
GF_recep_IV	TTHERM_01201170	11947-12948
GF_recep_IV	TTHERM_02290890	193-1195
GF_recep_IV	TTHERM_00942800	68508-73146
GF_recep_IV	TTHERM_00222370	78328-80284
GF_recep_IV	TTHERM_00490550	198505-201822
GF_recep_IV	TTHERM_00097810	180725-184014
GF_recep_IV	TTHERM_01781750	84-2139
GF_recep_IV	TTHERM_01202180	25410-26121
GF_recep_IV	TTHERM_00039260	1967139-1975287
GF_recep_IV	TTHERM_00348670	345572-354935
GF_recep_IV	TTHERM_00259280	19186-20457
Glyco_transf_41	TTHERM_01019570	6067-7078
GNAT_acetyltr_2	TTHERM_00518510	370464-374686
GNAT_acetyltr_2	TTHERM_00940340	34451-36822
GNAT_acetyltr_2	TTHERM_00456870	291415-292380
GNAT_acetyltr_2	TTHERM_00470720	101626-102472
GNAT_acetyltr_2	TTHERM_00334290	30044-30653
GUCT	TTHERM_00105060	757495-759987
GUCT	TTHERM_00245660	407469-409637
GUCT	TTHERM_00527150	382698-385969
GUCT	TTHERM_00488220	52644-54847
HA2	TTHERM_00444320	62816-71060
HA2	TTHERM_01044780	122909-125849
HA2	TTHERM_00441760	30687-33906
HA2	TTHERM_00372510	261750-263834
HA2	TTHERM_00419730	30230-33026
HA2	TTHERM_00411590	384378-388161
HA2	TTHERM_00112510	557902-560587
HA2	TTHERM_00196310	800437-800953
HA2	TTHERM_00120930	1130952-1133806
HA2	TTHERM_00991550	115840-122146
HA2	TTHERM_00088150	430780-437842
HA2	TTHERM_00191850	892116-894835
HA2	TTHERM_01576290	10442-10946
HA2	TTHERM_002653367	210-915
HA2	TTHERM_01727480	3450-3953
HA2	TTHERM_000852738	113717-115566
HABP4_PAI-RBP1	TTHERM_01339580	1188-3444
HABP4_PAI-RBP1	TTHERM_00295790	183218-184599
HABP4_PAI-RBP1	TTHERM_00537340	425857-427405
HARE-HTH	TTHERM_00149420	385804-388365
HARP	TTHERM_00575460	318877-320156
HARP	TTHERM_00129240	312837-319084
HARP	TTHERM_00388240	217700-220501
HARP	TTHERM_00543730	320323-322383
Haspin_kinase	TTHERM_00411810	479676-481443
Haspin_kinase	TTHERM_00455370	103880-105611
Haspin_kinase	TTHERM_00318700	646713-648204
Haspin_kinase	TTHERM_01094780	91-1489
Haspin_kinase	TTHERM_01035490	1223-2371
Haspin_kinase	TTHERM_00784290	776754-777940
Haspin_kinase	TTHERM_001207659	31129-32979
Haspin_kinase	TTHERM_000483639	486245-486706
Haspin_kinase	TTHERM_01016020	62038-63461
Haspin_kinase	TTHERM_00070980	60060-62239
Haspin_kinase	TTHERM_00286770	222293-223425
Haspin_kinase	TTHERM_00016020	1710314-1713100
Haspin_kinase	TTHERM_00856500	128023-130598
Haspin_kinase	TTHERM_00267850	284108-284267
Haspin_kinase	TTHERM_00500970	230842-232138
Haspin_kinase	TTHERM_01513280	10235-12670
Haspin_kinase	TTHERM_00070950	69043-71697
Haspin_kinase	TTHERM_00716020	144962-146508
Haspin_kinase	TTHERM_00369640	616600-618820
Haspin_kinase	TTHERM_00436250	540579-543151
Haspin_kinase	TTHERM_00085220	833877-836062
Haspin_kinase	TTHERM_000621449	293047-293851
Haspin_kinase	TTHERM_00496990	71830-77537
Haspin_kinase	TTHERM_00297199	322-2028
Haspin_kinase	TTHERM_00584610	45058-46842
Haspin_kinase	TTHERM_00286790	226174-227966
Haspin_kinase	TTHERM_00066860	531778-533269
Haspin_kinase	TTHERM_00898270	54781-60705
Haspin_kinase	TTHERM_00469230	464759-466010
Haspin_kinase	TTHERM_00445970	341793-343218
Haspin_kinase	TTHERM_00825160	40035-46896
Haspin_kinase	TTHERM_00248510	824944-827395
Haspin_kinase	TTHERM_00720110	689007-689750
Haspin_kinase	TTHERM_01020820	104900-106465
Haspin_kinase	TTHERM_000143799	414280-414784
Haspin_kinase	TTHERM_00760190	1380-3855
Haspin_kinase	TTHERM_00760260	34967-39602
Haspin_kinase	TTHERM_00151610	813991-815794
Haspin_kinase	TTHERM_00371310	319668-321725
Hat1_N	TTHERM_00046760	438135-439572
HATPase_c	TTHERM_00922900	32105-36482
HATPase_c	TTHERM_00323090	492404-496251
HATPase_c	TTHERM_00522300	169872-171451
HATPase_c	TTHERM_00420580	344310-349021
HATPase_c	TTHERM_00502280	327028-331753
HATPase_c	TTHERM_01002800	94524-98736
HATPase_c	TTHERM_00070930	74480-77688
HATPase_c	TTHERM_01055470	19634-23933
HATPase_c	TTHERM_00202880	510519-514069
HATPase_c	TTHERM_00299800	225826-231656
HATPase_c	TTHERM_00920790	174040-177630
HATPase_c	TTHERM_000989489	80152-84310
HATPase_c	TTHERM_00813020	190102-195528
HATPase_c	TTHERM_00348540	386397-391801
HATPase_c	TTHERM_01002800	94524-98736
HATPase_c	TTHERM_00532330	181084-185615
HATPase_c	TTHERM_00989300	7553-12175
HATPase_c	TTHERM_00797940	110056-116086
HATPase_c	TTHERM_00070930	74480-77688
HATPase_c	TTHERM_00599930	93208-97884
HATPase_c	TTHERM_00039210	1943433-1946133
HATPase_c	TTHERM_01002830	105579-110820
HATPase_c	TTHERM_00646890	53957-58128
HATPase_c	TTHERM_00585400	349673-355482
HATPase_c	TTHERM_00218500	269842-275491
HATPase_c	TTHERM_00320510	249496-252503
HATPase_c	TTHERM_00348530	393213-398399
HATPase_c	TTHERM_00335940	261404-266274
HATPase_c	TTHERM_00784670	645678-651740
HATPase_c	TTHERM_000600499	264999-267151
HATPase_c	TTHERM_00711790	8207-13070
HATPase_c	TTHERM_00842640	179184-182070
HATPase_c	TTHERM_01055720	112546-115333
HATPase_c	TTHERM_00011480	1065834-1071214
HATPase_c	TTHERM_00216100	88639-90813
HATPase_c	TTHERM_00052440	1441298-1444466
HATPase_c	TTHERM_00433440	822107-824574
HATPase_c	TTHERM_01002910	140294-144791
HATPase_c	TTHERM_00499390	54766-59225
HATPase_c	TTHERM_00585390	344843-348108
HATPase_c	TTHERM_01002820	100027-103666
HATPase_c	TTHERM_00585050	228475-232670
HATPase_c	TTHERM_00373780	144787-150797
HATPase_c	TTHERM_00537230	394680-399548
HATPase_c	TTHERM_00584990	186915-192826
HATPase_c	TTHERM_00497110	122895-127969
HATPase_c	TTHERM_00532030	90179-91561
HATPase_c	TTHERM_00470980	202046-206128
HATPase_c	TTHERM_00415680	369774-377407
HATPase_c	TTHERM_00717710	547874-554354
HATPase_c	TTHERM_00717460	438769-443409
HATPase_c	TTHERM_00693090	279238-282939
HATPase_c	TTHERM_00569440	988670-994520
HATPase_c	TTHERM_00142480	314691-319747
HATPase_c	TTHERM_00467620	255703-260419
HATPase_c	TTHERM_00522950	450976-453393
HATPase_c	TTHERM_00031640	873698-879994
HATPase_c	TTHERM_00717470	444771-449099
HATPase_c	TTHERM_00526510	171443-173478
HATPase_c	TTHERM_00947510	101531-107609
HATPase_c	TTHERM_00630570	106763-109328
HATPase_c	TTHERM_01401740	5604-10066
HATPase_c	TTHERM_01055520	33935-37559
HATPase_c	TTHERM_00401880	296100-302268
HATPase_c	TTHERM_00583470	390003-395417
HATPase_c	TTHERM_001002910	146501-150776
HATPase_c	TTHERM_00499400	59912-65018
HATPase_c	TTHERM_01014640	72931-78372
HATPase_c	TTHERM_00600730	351088-356972
HATPase_c	TTHERM_000630609	74467-78674
HATPase_c	TTHERM_00670510	135188-140712
HATPase_c	TTHERM_00160870	333842-338324
HATPase_c	TTHERM_00842600	164910-165882
HATPase_c	TTHERM_00071130	2139-7971
HATPase_c	TTHERM_00158520	487630-489846
HATPase_c	TTHERM_01002570	625-4884
HATPase_c	TTHERM_00600510	272690-276769
HATPase_c	TTHERM_00550830	64579-70856
HATPase_c	TTHERM_00765200	146335-152091
HATPase_c	TTHERM_000295039	483205-485086
HATPase_c	TTHERM_00334440	92931-97072
HATPase_c	TTHERM_00151780	902078-907269
HATPase_c	TTHERM_00825440	138579-143669
HATPase_c	TTHERM_00040379	2007321-2010609
HATPase_c	TTHERM_00456740	239487-243308
HATPase_c	TTHERM_00444670	213736-216898
HATPase_c	TTHERM_00896090	185404-189310
HATPase_c	TTHERM_00285590	137178-143898
HATPase_c	TTHERM_00031750	928968-932851
HATPase_c	TTHERM_00495930	20233-22169
HATPase_c	TTHERM_00304120	2964-6546
HATPase_c	TTHERM_01083050	91948-92650
HATPase_c	TTHERM_00080030	1192419-1195061
HATPase_c	TTHERM_00532340	187216-190983
HATPase_c	TTHERM_00874770	151034-158232
HATPase_c	TTHERM_00340000	565193-569791
HATPase_c	TTHERM_00825380	115030-116995
HATPase_c	TTHERM_00537200	380751-385259
HATPase_c	TTHERM_01109940	76896-80097
HATPase_c	TTHERM_00338140	311622-314325
HATPase_c	TTHERM_00874790	164774-171350
HATPase_c	TTHERM_00127010	726402-726615
HATPase_c	TTHERM_00874770	151034-158232
HATPase_c	TTHERM_00192100	959823-961058
HATPase_c	TTHERM_01335310	26164-31443
HATPase_c	TTHERM_000790839	187398-189723
HATPase_c	TTHERM_00125490	913862-917927
HATPase_c	TTHERM_00052070	1290702-1293915
HATPase_c	TTHERM_00841190	3031-5971
HATPase_c	TTHERM_01049250	42178-46219
HATPase_c	TTHERM_00058770	1008545-1009412
HATPase_c	TTHERM_00790840	190626-193278
HATPase_c	TTHERM_000209479	747508-748379
HATPase_c	TTHERM_00483450	426415-428653
HATPase_c	TTHERM_00483470	431975-435503
HATPase_c	TTHERM_00624790	412595-413600
HATPase_c	TTHERM_00285730	201126-204119
HATPase_c	TTHERM_01514330	7844-11305
HATPase_c	TTHERM_00437660	390949-393885
HATPase_c	TTHERM_00535390	76965-79964
HATPase_c	TTHERM_00391500	505876-508885
HATPase_c	TTHERM_00393100	307675-308665
HATPase_c	TTHERM_001170572	32889-35782
HDAC4_Gln	TTHERM_00012970	1273695-1274367
HECT	TTHERM_00218380	207953-209693
HECT	TTHERM_00239090	258639-261758
HECT	TTHERM_00161830	11886-12963
HECT	TTHERM_00535669	175035-178757
HECT	TTHERM_00290980	671425-675494
HECT	TTHERM_00821790	9015-22015
HECT	TTHERM_00823990	183158-193534
HECT	TTHERM_00300540	539955-553402
HECT	TTHERM_00670710	230271-235005
HECT	TTHERM_00138459	159861-173650
HECT	TTHERM_00681730	79541-83040
HECT	TTHERM_00842700	201770-212786
HECT	TTHERM_00469360	521103-523748
HECT	TTHERM_000532889	399730-402176
HECT	TTHERM_00194740	575512-592763
HECT	TTHERM_00292250	740553-756287
hEGF	TTHERM_00112580	598813-600430
hEGF	TTHERM_00219449	600646-604464
hEGF	TTHERM_00439020	258011-262138
hEGF	TTHERM_00746860	159062-169757
hEGF	TTHERM_000289607	540689-542234
hEGF	TTHERM_00112590	602700-604164
Helicase_C	TTHERM_00569290	1038130-1041900
Helicase_C	TTHERM_00220750	717405-719045
Helicase_C	TTHERM_00187140	931680-934071
Helicase_C	TTHERM_01197120	59097-61210
Helicase_C	TTHERM_00190830	571191-574692
Helicase_C	TTHERM_00095530	70096-72082
Helicase_C	TTHERM_00923120	103766-106254
Helicase_C	TTHERM_00295100	447865-450981
Helicase_C	TTHERM_00131240	1020470-1023200
Helicase_C	TTHERM_00700870	116404-118937
Helicase_C	TTHERM_00522650	329286-331380
Helicase_C	TTHERM_00105060	757495-759987
Helicase_C	TTHERM_00036980	1430690-1432383
Helicase_C	TTHERM_00469380	525547-528578
Helicase_C	TTHERM_00683160	241310-243779
Helicase_C	TTHERM_00316680	319179-321584
Helicase_C	TTHERM_00991610	143290-146775
Helicase_C	TTHERM_00371290	327367-329652
Helicase_C	TTHERM_00485980	83974-86181
Helicase_C	TTHERM_00497140	134104-136716
Helicase_C	TTHERM_00449630	354784-357808
Helicase_C	TTHERM_00420410	280390-282641
Helicase_C	TTHERM_00219180	511466-514618
Helicase_C	TTHERM_00193800	242886-250970
Helicase_C	TTHERM_00343560	108895-109731
Helicase_C	TTHERM_01126400	18724-20083
Helicase_C	TTHERM_00392950	351719-353201
Helicase_C	TTHERM_00455140	11673-14089
Helicase_C	TTHERM_00388250	221153-225224
Helicase_C	TTHERM_01034400	95042-104759
Helicase_C	TTHERM_01546860	5601-13464
Helicase_C	TTHERM_01245640	51460-58074
Helicase_C	TTHERM_00037210	1512164-1517418
Helicase_C	TTHERM_00535470	106330-112706
Helicase_C	TTHERM_00526940	318918-325544
Helicase_C	TTHERM_00137610	500213-504768
Helicase_C	TTHERM_01205230	26-4081
Helicase_C	TTHERM_01030000	100593-104683
Helicase_C	TTHERM_00049310	994930-1002763
Helicase_C	TTHERM_00298220	1213-6077
Helicase_C	TTHERM_00313280	518548-523155
Helicase_C	TTHERM_00237490	67807-71568
Helicase_C	TTHERM_00441760	30687-33906
Helicase_C	TTHERM_00112510	557902-560587
Helicase_C	TTHERM_01216140	533896-542338
Helicase_C	TTHERM_00372510	261750-263834
Helicase_C	TTHERM_00420480	312174-316085
Helicase_C	TTHERM_00120930	1130952-1133806
Helicase_C	TTHERM_00529620	50827-53326
Helicase_C	TTHERM_00419730	30230-33026
Helicase_C	TTHERM_00991550	115840-122146
Helicase_C	TTHERM_00585520	395531-401183
Helicase_C	TTHERM_01080500	68303-73235
Helicase_C	TTHERM_00316189	110584-117477
Helicase_C	TTHERM_01044780	122909-125849
Helicase_C	TTHERM_00627150	293932-297285
Helicase_C	TTHERM_000400820	273697-274201
Helicase_C	TTHERM_00444320	62816-71060
Helicase_C	TTHERM_00411590	384378-388161
Helicase_C	TTHERM_00818430	111978-114502
Helicase_C	TTHERM_00088150	430780-437842
Helicase_C	TTHERM_00302050	728104-728947
Helicase_C	TTHERM_00725930	90829-93502
Helicase_C	TTHERM_00196310	800437-800953
Helicase_C	TTHERM_00933250	133691-136655
Helicase_C	TTHERM_000075699	233751-234373
Helicase_C	TTHERM_00628520	128298-133434
Helicase_C	TTHERM_00428610	581428-582895
Helicase_C	TTHERM_00628560	103688-108859
Helicase_C	TTHERM_00790480	16359-29310
Helicase_C	TTHERM_00628550	109899-114994
Helicase_C	TTHERM_000401849	282533-283040
Helicase_C	TTHERM_000376210	9858-10544
Helicase_C	TTHERM_00316180	105840-109850
